ID,language,macroarea,glottocode,ISO6393,Latitude,Longitude,level,category,subclassification,aes,med,medovertime,bib,classification,family
jauj1237,Jauja-Huanca,South America,jauj1237,NA,-11.9278,-75.24205,family,Family,"((east2553:1,wayc1238:1,west2638:1)huay1241:1,jauj1238:1)jauj1237:1;",NA,NA,NA,NA,quec1387/quec1386/cent2141,Quechuan
huay1239,Huaylay,South America,huay1239,NA,-9.026411666666666,-77.29105,family,Family,"((nort2979:1,sout2992:1)conc1245:1,(coro1247:1,sihu1235:1)coro1255:1,(huam1249:1,monz1251:1,nort2978:1)huam1248:1,(huai1241:1,huar1256:1,yung1256:1)huay1240:1)huay1239:1;",NA,4,"['Hermon, Gabriella. 1985. Syntactic modularity. Dordrecht, Holland: Foris. doi: 10.1515/9783110849141.']",True,quec1387/quec1386/cent2141,Quechuan
yaru1256,Yaru Quechua,South America,yaru1256,NA,-10.739966666666666,-76.15256666666666,family,Family,"(ambo1252:1,(carr1251:1,sant1433:1)yana1272:1,nort2980:1)yaru1256:1;",NA,NA,NA,NA,quec1387/quec1386/cent2141,Quechuan
apam1237,AP-AM-AH,South America,apam1237,NA,-10.045813445851383,-76.61336354102684,family,Family,"(caja1239:1,chiq1249:1,hual1241:1,(marg1254:1,pana1306:1)pana1312:1)apam1237:1;",NA,NA,NA,NA,quec1387/quec1386/cent2141,Quechuan
ambu1247,Ambulas,Papunesia,ambu1247,abt,-3.7801,143.059,language,Spoken_L1_Language,"(mapr1240:1,wing1239:1,wose1244:1,wose1243:1)ambu1247:1;",2,0,"['Wilson, Patricia R. 1980. Ambulas grammar, WP, vol. 26. ISBN 0. 480. (-7263-0702-5).', 'Wilson, P. R. 1973. Abulas Sentences. In Alan Healey (ed.), Three Studies in Sentence Structure, 21-164. Ukarumpa: Ukarumpa, Papua New Guinea: Unpublished Typescript, The Summer Institute of Linguistics.', 'Draper, S. & N. Draper. 1968. Ambulas Maprik language lessons. Ukarumpa: Ms, Summer Institute of Linguistics. 41pp.', 'Laycock, Donald C. 1962. The Ndu language family (Sepik District, New Guinea). Australian National University dissertation. (317pp.)', 'Kaberry, P. M. 1941. The Abelam Tribe. Oceania 11. 233-257.', 'Delius, Siegfried. 1911. Gute Saat auf hartem Boden: Bilder aus der Missionsarbeit in Tanga. 2. Auflage edn. Evangelische Miss.-Ges. für Deutsch-Ostafrika.']",True,nduu1242/nucl1642/ambu1246,Ndu
hang1263,Hanga Hundi,Papunesia,hang1263,wos,-3.90364,142.849,language,Spoken_L1_Language,hang1263:1;,2,1,"['Wendel, Thomas Dewayne. 1993. A Preliminary Grammar of Hanga Hundi (Papua New Guinea). University of Texas at Arlington MA thesis. (xiv+190pp.) (Includes bibliographical references (leaves 183-185), xiv+190pp.)']",True,nduu1242/nucl1642/ambu1246,Ndu
mana1298,Manambu,Papunesia,mana1298,mle,-4.19082,142.862,language,Spoken_L1_Language,mana1298:1;,3,0,"['Aikhenvald, Alexandra Y. 2008. The Manambu language of East Sepik, Papua New Guinea. Oxford: Oxford University Press. xxv+702pp.', 'Laycock, Donald C. 1962. The Ndu language family (Sepik District, New Guinea). Australian National University dissertation. (317pp.)', 'Zöller, Hugo. 1891. Deutsch-Neuguinea und meine ersteigung des Finisterre-Gebirges. Stuttgart: Union Deutsche Verlagsgesellschaft. xxxii+546pp.', 'Schrader, C. & M. Hollrung. 1888. Expedition nach dem Augusta-Fluß. Nachrichten über Kaiser Wilhelms-Land und den Bismarck-Archipel IV. 23-32.']",True,nduu1242/nucl1642/mana1303,Ndu
yelo1243,Yalaku,Papunesia,yelo1243,ylg,-4.09907,142.808,language,Spoken_L1_Language,yelo1243:1;,3,2,"['Laycock, Donald C. 1962. The Ndu language family (Sepik District, New Guinea). Australian National University dissertation. (317pp.)']",True,nduu1242/nucl1642/mana1303,Ndu
seng1284,Sengo,Papunesia,seng1284,spk,-4.02247,142.956,language,Spoken_L1_Language,seng1284:1;,3,4,"['Staalsen, Philip. 1975. The Languages of the Sawos Region (New Guinea). Anthropos 70. 6-16.']",True,nduu1242/nucl1642/sawo1235,Ndu
sawo1234,Iatmulic,Papunesia,sawo1234,NA,-4.092653333333334,143.29533333333333,family,Family,"((nyau1244:1,pali1278:1)iatm1242:1,keak1239:1,sosk1235:1)sawo1234:1;",NA,NA,NA,NA,nduu1242/nucl1642/sawo1235,Ndu
bund1258,Burui-Gaikundi,Papunesia,bund1258,NA,-4.026225,143.077,family,Family,"(buru1309:1,gaik1242:1)bund1258:1;",NA,NA,NA,NA,nduu1242/nucl1642/sawo1235,Ndu
koiw1243,Koiwat,Papunesia,koiw1243,kxt,-4.03417,143.62,language,Spoken_L1_Language,koiw1243:1;,3,4,"['Staalsen, Philip. 1975. The Languages of the Sawos Region (New Guinea). Anthropos 70. 6-16.', 'Haberland, Eike. 1963. Verschiedene Sprachen aus oberem Korowori und gegend. Ms. in the Nachlass of Eike Haberland Kiste 7 Stück 5 Nummer 45, Frobenius Institut, Mainz. 51pp.']",True,nduu1242/nucl1642/sawo1235,Ndu
ines1240,Ineseño,North America,ines1240,inz,34.6169,-120.08,language,Spoken_L1_Language,ines1240:1;,6,0,"['Applegate, Richard Brian. 1972. Ineseño Chumash Grammar. Berkeley, CA: University of California at Berkeley dissertation. (550pp.)', 'Kroeber, Alfred L. 1904. The Languages of the Coast of California South of San Francisco. University of California Publications in American Archaeology and Ethnology 2(2). 29-80. Berkeley: Univ. Press. (Reprinted by Kraus Reprint Corporation, 1964).', 'Heizer, R. F. 1952 [1888]. California Indian Linguistic Records: The Mission Indian Vocabularies of H.~W.~Henshaw. Anthropological Records 15(2). 85-202.', 'Powell, J. W. 1877. Appendix: Linguistics. In Powers, Stephen (ed.), Tribes of California, 439-613. Washington, D.C.']",True,chum1262/sout3132/cent2139,Chumashan
barb1263,Barbareño,North America,barb1263,boi,34.462,-119.699,language,Spoken_L1_Language,barb1263:1;,6,1,"['Applegate, Richard Brian. 2017. Topics in Shmuwich Grammar. An Interim Grammar of Barbareño Chumash. (Unpublished draft).', 'Wash, Suzanne Maria. 2001. Adverbial Clauses in Barbareño Chumash Narrative Discourse. Santa Barbara, CA: University of California at Santa Barbara dissertation. (xxii+569pp.)', 'Ono, Tsuyoshi. 1996. Information Flow and Grammatical Structure in Barbareño Chumash. Santa Barbara: University of California at Santa Barbara dissertation. (xiv+174pp.)', 'Beeler, Madison S. 1970. Topics in Barbareño Chumash Grammar. Ms. 41pp.', 'Heizer, R. F. 1952 [1888]. California Indian Linguistic Records: The Mission Indian Vocabularies of H.~W.~Henshaw. Anthropological Records 15(2). 85-202.', 'Scouler, John. 1841. Observations on the Indigenous Tribes of the N.~W.~Coast of America. Journal of the Royal Geographical Society of London 11. 215-251.']",True,chum1262/sout3132/cent2139,Chumashan
puri1259,Purisimeño,North America,puri1259,puy,34.6866,-120.431,language,Spoken_L1_Language,puri1259:1;,6,4,"['Henry, Timothy. 2015. Purisimeño-English Lexicon. Western Institute for Endangered Language Documentation. vii+22pp.', 'Heizer, R. F. 1952 [1878]. California Indian Linguistic Records: The Mission Indian Vocabularies by Alphonse Pinart. Anthropological Records 15(1). 1-84. Berkeley/Los Angeles: University of California Press.']",True,chum1262/sout3132/cent2139,Chumashan
vent1242,Ventureño,North America,vent1242,veo,34.1761,-119.035,language,Spoken_L1_Language,vent1242:1;,6,0,"['Henry, Timothy Paul. 2012. A Pedagogical Grammar of Ventureño Chumash: Implementing Grammatical Theory in Grammar Writing. University of California at Santa Barbara dissertation. (xvii+309pp.)', 'Applegate, Richard. 1973. A sketch of Ventureño Chumash. Ms., Survey of California and Other Indian Languages. 257pp.', 'Dunn, Lloyd M. & Leotta M. Dunn. 1959. Peabody picture vocabulary test. Circle Pines, MN: American Guidance Service.', 'Bowles, Gordon T. 1943. Linguistic and racial aspects of the Munda problem. Studies in the anthropology of Oceania and Asia, presented in memory of Roland Burage Dixon, IV. (Papers of the Peabody Museum of America, archeology and ethnology, Harvard University, 20.) 81-101.']",True,chum1262/sout3132/cent2139,Chumashan
nucl1800,Nuclear Selk'nam,South America,nucl1800,NA,-54,-68.5,dialect,Dialect,"(selk1256:1,selk1257:1,selk1255:1)nucl1800:1;",NA,NA,NA,NA,chon1288/insu1253/onaa1245,Chonan
koyu1239,Koyuká,South America,koyu1239,NA,-54,-68.5,dialect,Dialect,koyu1239:1;,NA,NA,NA,NA,chon1288/insu1253/onaa1245,Chonan
tehu1246,Tehuelche del Norte,South America,tehu1246,NA,-47.5796,-68.3235,dialect,Dialect,tehu1246:1;,NA,NA,NA,NA,chon1288/cont1245/tehu1242,Chonan
tehu1245,Tehuelche del Sur,South America,tehu1245,NA,-47.5796,-68.3235,dialect,Dialect,tehu1245:1;,NA,NA,NA,NA,chon1288/cont1245/tehu1242,Chonan
teus1238,Teushen del Norte,South America,teus1238,NA,-43.187556,-70.187989,dialect,Dialect,teus1238:1;,NA,NA,NA,NA,chon1288/cont1245/teus1236,Chonan
teus1237,Teushen del Sur,South America,teus1237,NA,-43.187556,-70.187989,dialect,Dialect,teus1237:1;,NA,NA,NA,NA,chon1288/cont1245/teus1236,Chonan
hano1247,Hano (USA),North America,hano1247,NA,35.836667,-110.381389,dialect,Dialect,hano1247:1;,NA,NA,NA,NA,kiow1265/tewa1261/ariz1237,Kiowa-Tanoan
pojo1241,Pojoaque,North America,pojo1241,NA,35.9053,-106.124,dialect,Dialect,pojo1241:1;,NA,NA,NA,NA,kiow1265/tewa1261/tewa1260,Kiowa-Tanoan
sant1421,Santa Clara,North America,sant1421,NA,35.9053,-106.124,dialect,Dialect,sant1421:1;,NA,4,"['Parsons, Elsie C. 1929. The Social Organization of the Tewa of New Mexico. Mem. Amer. Anth. Assoc. 36. 1-309.', 'Harrington, J. P. 1912. Tewa Relationship Terms. American Anthropologist 14. 472-498.']",True,kiow1265/tewa1261/tewa1260,Kiowa-Tanoan
sani1273,San Ildefonso,North America,sani1273,NA,35.9053,-106.124,dialect,Dialect,sani1273:1;,NA,4,"['Whitman, William. 1947. The Pueblo Indians of San Ildefonso: A Changing Culture. (Columbia University contributions to anthropology, 34.) 1-164pp.', 'Parsons, Elsie C. 1929. The Social Organization of the Tewa of New Mexico. Mem. Amer. Anth. Assoc. 36. 1-309.', 'Robbins, Wilfred William, John Peabody Harrington & Barbara Freire-Marreco. 1916. Ethnobotany of the Tewa Indians. (U. S. Bureau of American Ethnology, Bulletin, 55.)']",True,kiow1265/tewa1261/tewa1260,Kiowa-Tanoan
sanj1276,San Juan (USA),North America,sanj1276,NA,36.0542,-106.0703,dialect,Dialect,sanj1276:1;,NA,4,"['Parsons, Elsie C. 1929. The Social Organization of the Tewa of New Mexico. Mem. Amer. Anth. Assoc. 36. 1-309.']",True,kiow1265/tewa1261/tewa1260,Kiowa-Tanoan
namb1296,Nambe,North America,namb1296,NA,35.9053,-106.124,dialect,Dialect,namb1296:1;,NA,4,"['Harrington, John P. 1916. The Ethnography of the Tewa Indians. (Annual Report of the Bureau of American Ethnology, 29.) 1-636pp.']",True,kiow1265/tewa1261/tewa1260,Kiowa-Tanoan
tesu1245,Tesuque,North America,tesu1245,NA,35.9053,-106.124,dialect,Dialect,tesu1245:1;,NA,NA,NA,NA,kiow1265/tewa1261/tewa1260,Kiowa-Tanoan
taos1246,Taos-Picuris,North America,taos1246,NA,36.7553555,-105.435572,family,Family,"(picu1248:1,(taos1236:1)nort1550:1)taos1246:1;",NA,NA,NA,NA,kiow1265/tiwa1254/tiwa1255,Kiowa-Tanoan
sout2961,Southern Tiwa,North America,sout2961,tix,34.7873,-106.661,language,Spoken_L1_Language,"(isle1245:1,sand1277:1)sout2961:1;",3,1,"['Leap, William L. 1970. The Language of Isleta, New Mexico. Ann Arbor: Southern Methodist University dissertation. (xvi+233pp.)', 'Gatschet, Albert S. 1876. Zwölf Sprachen aus dem Südwesten Amerikas. Weimar: Hermann Böhlau. 172pp.']",True,kiow1265/tiwa1254/tiwa1255,Kiowa-Tanoan
iway1238,Iwaydja,Australia,iway1238,NA,-11.3379,132.453,dialect,Dialect,iway1238:1;,NA,NA,NA,NA,iwai1246/cent2228/iwai1244,Iwaidjan Proper
gari1254,Garig,Australia,gari1254,NA,-11.412,132.182,dialect,Dialect,gari1254:1;,5,4,"[""Tryon, Darrell. 2007. Australasia and the Pacific. In Asher, R. E. and Moseley, Christopher (eds.), Atlas of the World's Languages, 97-126. Routledge.""]",True,iwai1246/cent2228/gari1253,Iwaidjan Proper
ilga1238,Ilgar,Australia,ilga1238,NA,-11.412,132.182,dialect,Dialect,ilga1238:1;,NA,NA,NA,NA,iwai1246/cent2228/gari1253,Iwaidjan Proper
aksa1237,Wellington Kawésqar,South America,aksa1237,NA,-49.303195,-74.707536,dialect,Dialect,aksa1237:1;,NA,NA,NA,NA,kawe1237/nort1506/qawa1238,Kawesqar
tawo1245,Tawokser,South America,tawo1245,NA,-49.303195,-74.707536,dialect,Dialect,tawo1245:1;,NA,NA,NA,NA,kawe1237/nort1506/qawa1238,Kawesqar
kxau1241,Groot Laagte =/Kx'au//'ein,Africa,kxau1241,aue,-21.0554,21.1793,dialect,Dialect,kxau1241:1;,3,4,"['Bleek, Dorothea F. 1929. Comparative vocabularies of Bushman languages. (Publ. from the School of African Life and Language, Univ. of Cape Town (UCT, bl. from the School of African Life and Language, Univ. of Cape Town (UCT).) Cambridge: Cambridge University Press. 94pp.']",True,kxaa1236/juku1256/juho1239,Kxa
noga1250,Nogau,Africa,noga1250,NA,-19.688,20.7673,dialect,Dialect,noga1250:1;,NA,NA,NA,NA,kxaa1236/juku1256/juho1239,Kxa
dzuo1238,Gobabis-Tsumkwe Juǀ’hoan,Africa,dzuo1238,NA,-19.688,20.7673,dialect,Dialect,dzuo1238:1;,NA,NA,NA,NA,kxaa1236/juku1256/juho1239,Kxa
wamb1260,Wamblamas,Papunesia,wamb1260,NA,-4.71731,143.937,dialect,Dialect,wamb1260:1;,NA,NA,NA,NA,araf1243/nanu1240/nanb1234,Arafundi
yama1266,Yamandim,Papunesia,yama1266,NA,-4.71731,143.937,dialect,Dialect,yama1266:1;,NA,NA,NA,NA,araf1243/nanu1240/nanb1234,Arafundi
kawa1276,Kawacha,Papunesia,kawa1276,kcb,-6.95411,146.20997,language,Spoken_L1_Language,kawa1276:1;,4,3,"['Lloyd, Richard G. 1973. The Angan language family. In Karl J. Franklin (ed.), The Linguistic Situation in the Gulf District and Adjacent Areas, Papua New Guinea, 33-110. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'Fischer, Hans. 1968. Kurze Wörterliste einiger Kuku-Kuku-Dialekte. In Negwa: Eine Papua-Gruppe im Wandel, 33-33. München: Klaus Renner.']",True,anga1289/nucl1763/nort3145,Angan
safe1240,Safeyoka,Papunesia,safe1240,apz,-7.05417,146.09,language,Spoken_L1_Language,"(aiew1238:1,waja1260:1)safe1240:1;",1,1,"['West, Dorothy. 1973. Wojokeso sentence, paragraph, and discourse analysis. (Pacific Linguistics: Series B, 28.) Canberra: Research School of Pacific and Asian Studies, Australian National University. x+181pp.', 'West, Dorothy & Edith West. 1965. Nakwoe hunkuno-Pidgin-English (Wojokeso, Melanesian Pidgin and English triglot phrase book). 26pp.']",True,anga1289/nucl1763/nort3145,Angan
kama1359,Kamasa-Susuami,Papunesia,kama1359,NA,-7.08343,146.38448499999998,family,Family,"(kama1360:1,susu1251:1)kama1359:1;",NA,NA,NA,NA,anga1289/nucl1763/nort3145,Angan
baru1267,Baruya,Papunesia,baru1267,byr,-6.89261,145.818,language,Spoken_L1_Language,"(guli1243:1,nucl1457:1,usir1238:1,want1250:1)baru1267:1;",1,2,"['Lloyd, Richard G. 1989. Bound and minor words in Baruya. (Data Papers on Papua New Guinea Languages, 35.) In  Lloyd, Richard (ed.) (200). Ukarumpa: Summer Institute of Linguistics. vii+149pp. (Includes bibliographical references (S. [149])).', 'Unknown, Author (ed.) 1987. Baruya-Pisin-English dictionary. Cp. 443pp.', 'Lloyd, Richard G. 1969. Gender in a New Guinea language: Baruya nouns and noun phrases. In Laycock, Don and Lloyd, Richard G. and Staalsen, Philip (eds.), Pacific Linguistics: Series A, 25-68. Canberra: Pacific Linguistics.', ""Lloyd, Richard & Joy Lloyd. 1965-6. Baare pe'karya 1-2 [trial primers]. 20, 22pp. ((25 ea.)).""]",True,anga1289/nucl1763/baru1271,Angan
simb1255,Simbari,Papunesia,simb1255,smb,-7.02259,145.603,language,Spoken_L1_Language,simb1255:1;,1,3,"['Lloyd, Richard G. 1973. The Angan language family. In Karl J. Franklin (ed.), The Linguistic Situation in the Gulf District and Adjacent Areas, Papua New Guinea, 33-110. Canberra: Research School of Pacific and Asian Studies, Australian National University.']",True,anga1289/nucl1763/baru1271,Angan
anka1246,Ankave,Papunesia,anka1246,aak,-7.19444,145.754,language,Spoken_L1_Language,"(anka1247:1,buuu1245:1,miya1257:1,sawu1242:1,wiya1238:1,wuna1250:1)anka1246:1;",1,1,"['Speece, Richard. 1984. Angave grammar. Ms. 270pp.', 'Speece, Richard F. 1982. Phonological processes affecting segments in Angave [MA Thesis, University of Texas. Arlington] 120. (pp. Ms.)', ""Z'graggen, John. 1975. Comparative Wordlists of the Gulf District and Adjacent Areas. In Richard Loving (ed.), Comparative wordlists I, 5-116. Ukarumpa: Summer Institute of Linguistics. (Rearranged version of Franklin ed. (1973): 541-592, with typographical errors.)"", 'Franklin, Karl J. 1973. Appendices. In Karl J. Franklin (ed.), The Linguistic Situation in the Gulf District and Adjacent Areas, Papua New Guinea, 539-592. Canberra: Research School of Pacific and Asian Studies, Australian National University.']",True,anga1289/nucl1763/sout3130,Angan
tain1255,Tainae-Akoye,Papunesia,tain1255,NA,-7.531865,145.6755,family,Family,"(akoy1238:1,tain1253:1)tain1255:1;",NA,NA,NA,NA,anga1289/nucl1763/sout3130,Angan
hamt1247,Hamtai,Papunesia,hamt1247,hmt,-7.54975,146.227,language,Spoken_L1_Language,"(howi1238:1,kain1268:1,nucl1456:1,pmas1239:1,went1242:1)hamt1247:1;",2,1,"['Oates, W. & L. Oates. 1968. Kapau Pedagogical Grammar. (Pacific Linguistics: Series C, 10.) Canberra: Research School of Pacific and Asian Studies, Australian National University. v+178pp.', 'Ray, Sidney H. 1929. The Languages of the Central Division of Papua. Journal of the Royal Anthropological Institute of Great Britain and Ireland 59. 65-96.', 'Humphries, W. R. 1920. Nepa Lakekamu Goldfields Station, Central Division: Name of Tribe, Kukukuku, Name of Village, A-sha-vi (Arabi). Commonwealth of Australia. Papua: Annual Report for the Year 1918-1919. 117-117.', 'Chinnery, E. W. P. 1918. Comparative Vocabulary: Tribes on the Main Range West of Mount Albert Edward. Papua: Annual Report for the Year 1916-17 1916-17. 65-67.', 'Chisholm, P. O. 1914. List of Kukukuku words obtained by patrol officer Chisholm. Annual Report of British New Guinea 1913-1914. 195-195.', 'Anonymous, {}. 1913. Vocabularies of certain languages of Gulf division. Papua Annual Report 1912-1913. 173-175.', ""Eaton, William [Gen.]. 1813. The life of the late Gen. William Eaton: several years an officer in the United States' Army. Brookfield MA: E. Merriam & Co.""]",True,anga1289/nucl1763/kapa1251,Angan
meny1245,Menya,Papunesia,meny1245,mcr,-7.17425,146.071,language,Spoken_L1_Language,meny1245:1;,2,1,"['Whitehead, Carl R. 2004. A Reference Grammar of Menya, an Angan Language of Papua New Guinea. Ann Arbor: University of Manitoba dissertation. (ix+265pp.)', 'Whitehead, Carl R. 1986. Tense, aspect, mood and modality verbal morphology in Menya. University of Manitoba MA thesis. (158pp.)', 'Lloyd, Richard G. 1973. The Angan language family. In Karl J. Franklin (ed.), The Linguistic Situation in the Gulf District and Adjacent Areas, Papua New Guinea, 33-110. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'Fischer, Hans. 1968. Kurze Wörterliste einiger Kuku-Kuku-Dialekte. In Negwa: Eine Papua-Gruppe im Wandel, 33-33. München: Klaus Renner.', 'Goodenough, Ward H. 1952. Ethnological Reconnaissance in New Guinea. University Museum Bulletin / University of Pennsylvania 17(1). 5-37.']",True,anga1289/nucl1763/kapa1251,Angan
coeu1236,Coeur d'Alene,North America,coeu1236,crd,47.2958,-116.715,language,Spoken_L1_Language,coeu1236:1;,5,0,"[""Doak, Ivy G. 1997. Coeur d'Alene Grammatical Relations. Austin, TX: Austin: University of Texas at Austin dissertation. (347pp.)"", ""Reichard, Gladys A. 1933-1938. Coeur d'Alene. In Franz Boas (ed.), Handbook of American Indian languages: Volume 3, 515-707. Washington: Government Printing Office."", ""Schweinfurth, Georg August. 1874. Au coeur de l'Afrique: trois and de voyages et d'aventures dans les régions inexplorés de l'Afrique centrale, 1868-1871 [pt. 1]. Le tour du monde: nouveau journal des voyages 29. 273-378.""]",True,sali1255/inte1241/sout1559,Salishan
colu1241,Columbia-Wenatchi,North America,colu1241,col,48.217,-118.454,language,Spoken_L1_Language,"(colu1250:1,wena1241:1)colu1241:1;",5,0,"[""Willett, Marie Louise. 2003. A Grammatical Sketch of Nxa'amxcin (Moses-Columbia Salish). Victoria: University of Victoria dissertation. (xii+464pp.)"", 'Czaykowska-Higgins, Ewa. 1998. The morphological and phonological constituent structure of words in Moses-Columbia Salish (Nxa?amxcín). In Czaykowska-Higgins, Ewa and Kinkade, M. Dale (eds.), Salish Languages and Linguistics. Theoretical and Descriptive Perspectives, 153-196. Berlin, New York: De Gruyter Mouton. doi: 10.1515/9783110801255.153.', ""Czaykowska-Higgins, Ewa. 1996. What's in a word?: word structure in Moses-Columbia Salish (Nxa?amxcín). Winnipeg: Voices of Rupert's Land. 31pp. (The Belcourt Lecture delivered before the University of Manitoba on 19 March 1993)."", 'Kinkade, M. Dale. 1981. Dictionary of the Moses-Columbia language (nxaảmxcín). Nespelem, Washington: Colville Confederated Tribes. xiii+99pp.', 'Krueger, John R. 1967. Miscellanea Selica IV: An interim Columbia (Wenatchee) Salishan vocabulary. Anthropological Linguistics 9(2). 5-11.', 'Swadesh, Morris. 1950. Salish internal relationships. International Journal of American Linguistics 21(4). 157-167. doi: 10.1086/464084.', 'Teit, James A. 1928. The Middle Columbia Salish. University of Washington Publications in Anthropology 2(4). 83-128.', 'Warburton, William. 1738/41. The divine legation of Moses demonstrated: on the principles of a religious deist, from the omission of the doctrine of a future state of reward and punishment in the Jewish dispensation. London: F. Gyles.']",True,sali1255/inte1241/sout1559,Salishan
okan1244,Okanaganic,North America,okan1244,NA,48.51005000000001,-117.71,family,Family,"(((kali1309:1,pend1243:1)kali1308:1,spok1245:1)kali1307:1,(colv1241:1,lake1256:1,sanp1257:1,sout2963:1)okan1243:1)okan1244:1;",NA,NA,NA,NA,sali1255/inte1241/sout1559,Salishan
lill1248,Lillooet,North America,lill1248,lil,50.7272,-122.04,language,Spoken_L1_Language,"(lowe1456:1,uppe1477:1)lill1248:1;",5,0,"['Eijk, Jan van. 1985. The Lillooet Language. Universiteit van Amsterdam dissertation. (viii+298pp.)', 'Swoboda, Leo John. 1971. Lillooet Phonology, Texts and Dictionary. University of British Columbia dissertation. (vi+285pp.)', 'Teit, James. 1906. Publications of the Jessup North Pacific Expedition. (Memoirs of the American Museum of Natural History, II:V.) New York: Leiden: Brill. 118pp.', 'Hill-Tout, C. 1905. Report on the Ethnology of the Stlatlumh. Journ. Roy. Anth. Inst. 35. 126-218.', 'Boas, F. 1899. Anthropometry of the Shoshonean Tribes. American Anthropologist 1. 751-758.']",True,sali1255/inte1241/nort2948,Salishan
thom1244,Thompsonic,North America,thom1244,NA,50.5201,-119.93,family,Family,"((east2536:1,west2620:1)shus1248:1,(lytt1234:1,nico1264:1)thom1243:1)thom1244:1;",NA,NA,NA,NA,sali1255/inte1241/nort2948,Salishan
nehe1234,Nehelem,North America,nehe1234,NA,45.5,-123.83,dialect,Dialect,nehe1234:1;,NA,NA,NA,NA,sali1255/coas1325/till1254,Salishan
nucl1798,Nuclear Tillamook,North America,nucl1798,NA,45.5,-123.83,dialect,Dialect,nucl1798:1;,NA,NA,NA,NA,sali1255/coas1325/till1254,Salishan
sile1256,Siletz,North America,sile1256,NA,45.5,-123.83,dialect,Dialect,sile1256:1;,NA,NA,NA,NA,sali1255/coas1325/till1254,Salishan
nort3421,North Georgia Central Salish,North America,nort3421,NA,49.36882629648368,-124.48751374580938,family,Family,"((isla1276:1,slia1241:1)como1259:1,pent1242:1,sech1246:1)nort3421:1;",NA,NA,NA,NA,sali1255/coas1325/cent2129,Salishan
twan1247,Twana,North America,twan1247,twa,47.48952,-123.21227,language,Spoken_L1_Language,"(quil1256:1,skok1240:1)twan1247:1;",6,2,"['Thompson, Nile. 1985. Twana baby talk and its theoretical implications. University of Washington dissertation. (ix+291pp.)', 'Elmendorf, William W. 1949. The structure of Twana culture.', 'Eells, Myron. 1877. The Twana Indians of the Skokomish reservation in Washington territory. Bulletin of the United States Geological Survey III(1). 57-114.']",True,sali1255/coas1325/cent2129,Salishan
lush1251,Lushootseed-Puget,North America,lush1251,NA,47.8415,-122.335,family,Family,"((skag1239:1,snoh1241:1)lush1252:1,(duwa1239:1,muck1238:1,nisq1242:1,puya1240:1,snoq1240:1,suqu1238:1)sout2965:1)lush1251:1;",NA,NA,NA,NA,sali1255/coas1325/cent2129,Salishan
sout3394,South Georgia Central Salish,North America,sout3394,NA,48.93120066666666,-122.47688933333332,family,Family,"(((katz1234:1,kwan1290:1,kwik1234:1,musq1240:1,qayq1234:1,tsaw1234:1,tsle1234:1)down1241:1,(cowi1241:1,hala1255:1,lake1261:1,lama1301:1,lyac1234:1,nana1260:1,nano1241:1,pene1238:1,stzu1234:1)isla1280:1,(cheh1245:1,chil1281:1,pila1248:1,suma1276:1,tait1251:1)upri1241:1)halk1245:1,nook1247:1,squa1248:1)sout3394:1;",NA,NA,NA,NA,sali1255/coas1325/cent2129,Salishan
stra1246,Straits Salish,North America,stra1246,NA,48.31679922100005,-123.6399633449999,family,Family,"((bech1239:1,east2823:1,west2897:1)clal1241:1,(lumm1243:1,(east2824:1,west2898:1)saan1246:1,sami1249:1,semi1266:1,song1308:1,sook1244:1)stra1244:1)stra1246:1;",NA,NA,NA,NA,sali1255/coas1325/cent2129,Salishan
coas1311,Coastal Tsamosan,North America,coas1311,NA,47.0975,-124.082,family,Family,"(lowe1427:1,(lowe1426:1)quin1251:1)coas1311:1;",NA,NA,NA,NA,sali1255/coas1325/tsam1241,Salishan
inla1265,Inland Tsamosan,North America,inla1265,NA,46.607400000000005,-123.043,family,Family,"(cowl1242:1,(oakv1234:1,sats1243:1,teni1245:1)uppe1439:1)inla1265:1;",NA,NA,NA,NA,sali1255/coas1325/tsam1241,Salishan
kabu1249,Kaburi,Papunesia,kabu1249,uka,-1.92547,132.528,language,Spoken_L1_Language,kabu1249:1;,2,3,"[""Berry, Keith & Christine Berry. 1987. A survey of the South Bird's Head Stock. Workpapers in Indonesian Languages and Cultures 4. 81-117.""]",True,sout3418/sout1516/kabu1258,South Bird's Head
east1439,East South Bird's Head,Papunesia,east1439,NA,-2.1456375,132.71725,family,Family,"(((domb1240:1,keca1234:1,tomu1234:1)aran1237:1,(bara1347:1,weri1246:1)kemb1235:1)kemb1251:1,(kasu1243:1,negr1235:1,taro1259:1)koko1265:1)east1439:1;",NA,NA,NA,NA,sout3418/sout1516/kabu1258,South Bird's Head
sout3146,South Masa,Africa,sout3146,NA,9.24252375,15.238303750000002,family,Family,"((bero1246:1,zamr1238:1)mesm1239:1,((herd1236:1,nget1241:1)hede1234:1,(dari1254:1,doee1242:1,lame1268:1)peve1243:1)peve1244:1)sout3146:1;",NA,NA,NA,NA,afro1255/chad1250/masa1323,Afro-Asiatic
